snailID,concentration,confct,time,status
G22,15,d,24,2
G22,15,d,24,2
G22,15,d,24,2
G22,15,d,24,2
G22,15,d,24,2
G22,15,d,24,1
G22,15,d,24,1
G23,1,a,12,2
G23,1,a,24,2
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,1,a,24,1
G23,5,b,8,2
G23,5,b,12,2
G23,5,b,24,2
G23,5,b,24,2
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,5,b,24,1
G23,10,c,24,2
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,10,c,24,1
G23,15,d,12,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,2
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G23,15,d,24,1
G25,1,a,24,2
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,1,a,24,1
G25,5,b,8,2
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,5,b,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,10,c,24,1
G25,15,d,24,2
G25,15,d,24,2
G25,15,d,24,2
G25,15,d,24,2
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G25,15,d,24,1
G26,1,a,4,2
G26,1,a,8,2
G26,1,a,8,2
G26,1,a,8,2
G26,1,a,8,2
G26,1,a,8,2
G26,1,a,12,2
G26,1,a,12,2
G26,1,a,12,2
G26,1,a,12,2
G26,1,a,24,2
G26,1,a,24,2
G26,1,a,24,2
G26,1,a,24,2
G26,1,a,24,2
G26,1,a,24,2
G26,1,a,24,1
G26,1,a,24,1
G26,5,b,4,2
G26,5,b,4,2
G26,5,b,4,2
G26,5,b,8,2
G26,5,b,8,2
G26,5,b,8,2
G26,5,b,8,2
G26,5,b,8,2
G26,5,b,8,2
G26,5,b,12,2
G26,5,b,12,2
G26,5,b,12,2
G26,5,b,12,2
G26,5,b,12,2
G26,5,b,24,2
G26,5,b,24,2
G26,5,b,24,2
G26,5,b,24,1
G26,10,c,4,2
G26,10,c,8,2
G26,10,c,8,2
G26,10,c,8,2
G26,10,c,8,2
G26,10,c,8,2
G26,10,c,8,2
G26,10,c,12,2
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,10,c,24,1
G26,15,d,4,2
G26,15,d,4,2
G26,15,d,4,2
G26,15,d,4,2
G26,15,d,8,2
G26,15,d,8,2
G26,15,d,8,2
G26,15,d,8,2
G26,15,d,12,2
G26,15,d,12,2
G26,15,d,12,2
G26,15,d,12,2
G26,15,d,24,2
G26,15,d,24,2
G26,15,d,24,2
G26,15,d,24,2
G26,15,d,24,2
G26,15,d,24,2
G26,15,d,24,1
G27,1,a,4,2
G27,1,a,4,2
G27,1,a,4,2
G27,1,a,8,2
G27,1,a,8,2
G27,1,a,8,2
G27,1,a,8,2
G27,1,a,8,2
G27,1,a,12,2
G27,1,a,12,2
G27,1,a,12,2
G27,1,a,12,2
G27,1,a,12,2
G27,1,a,24,2
G27,1,a,24,2
G27,1,a,24,2
G27,1,a,24,2
G27,1,a,24,1
G27,5,b,4,2
G27,5,b,4,2
G27,5,b,8,2
G27,5,b,8,2
G27,5,b,8,2
G27,5,b,8,2
G27,5,b,8,2
G27,5,b,8,2
G27,5,b,12,2
G27,5,b,12,2
G27,5,b,12,2
G27,5,b,12,2
G27,5,b,12,2
G27,5,b,12,2
G27,5,b,12,2
G27,5,b,12,2
G27,5,b,12,2
G27,5,b,24,2
G27,5,b,24,2
G27,5,b,24,2
G27,5,b,24,2
G27,10,c,4,2
G27,10,c,4,2
G27,10,c,4,2
G27,10,c,8,2
G27,10,c,8,2
G27,10,c,8,2
G27,10,c,8,2
G27,10,c,12,2
G27,10,c,12,2
G27,10,c,12,2
G27,10,c,12,2
G27,10,c,24,2
G27,10,c,24,2
G27,10,c,24,2
G27,10,c,24,1
G27,10,c,24,1
G27,10,c,24,1
G27,10,c,24,1
G27,10,c,24,1
G27,15,d,4,2
G27,15,d,4,2
G27,15,d,4,2
G27,15,d,4,2
G27,15,d,4,2
G27,15,d,4,2
G27,15,d,8,2
G27,15,d,8,2
G27,15,d,8,2
G27,15,d,12,2
G27,15,d,12,2
G27,15,d,24,2
G27,15,d,24,2
G27,15,d,24,2
G27,15,d,24,2
G27,15,d,24,2
G27,15,d,24,2
G27,15,d,24,2
G27,15,d,24,2
G27,15,d,24,1
G27,15,d,24,1
G28,1,a,4,2
G28,1,a,8,2
G28,1,a,8,2
G28,1,a,12,2
G28,1,a,12,2
G28,1,a,12,2
G28,1,a,24,2
G28,1,a,24,2
G28,1,a,24,2
G28,1,a,24,2
G28,1,a,24,2
G28,1,a,24,2
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,1,a,24,1
G28,5,b,8,2
G28,5,b,12,2
G28,5,b,12,2
G28,5,b,12,2
G28,5,b,24,2
G28,5,b,24,2
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,5,b,24,1
G28,10,c,8,2
G28,10,c,12,2
G28,10,c,12,2
G28,10,c,24,2
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,10,c,24,1
G28,15,d,8,2
G28,15,d,24,2
G28,15,d,24,2
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G28,15,d,24,1
G30,1,a,8,2
G30,1,a,8,2
G30,1,a,8,2
G30,1,a,12,2
G30,1,a,12,2
G30,1,a,12,2
G30,1,a,24,2
G30,1,a,24,2
G30,1,a,24,2
G30,1,a,24,2
G30,1,a,24,2
G30,1,a,24,1
G30,1,a,24,1
G30,1,a,24,1
G30,1,a,24,1
G30,1,a,24,1
G30,1,a,24,1
G30,1,a,24,1
G30,1,a,24,1
G30,5,b,12,2
G30,5,b,12,2
G30,5,b,24,2
G30,5,b,24,2
G30,5,b,24,2
G30,5,b,24,2
G30,5,b,24,2
G30,5,b,24,2
G30,5,b,24,2
G30,5,b,24,2
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,5,b,24,1
G30,10,c,8,2
G30,10,c,8,2
G30,10,c,24,2
G30,10,c,24,2
G30,10,c,24,2
G30,10,c,24,2
G30,10,c,24,2
G30,10,c,24,2
G30,10,c,24,2
G30,10,c,24,1
G30,10,c,24,1
G30,10,c,24,1
G30,10,c,24,1
G30,10,c,24,1
G30,10,c,24,1
G30,10,c,24,1
G30,10,c,24,1
G30,10,c,24,1
G30,15,d,4,2
G30,15,d,4,2
G30,15,d,8,2
G30,15,d,8,2
G30,15,d,8,2
G30,15,d,12,2
G30,15,d,12,2
G30,15,d,24,2
G30,15,d,24,2
G30,15,d,24,2
G30,15,d,24,2
G30,15,d,24,2
G30,15,d,24,1
G30,15,d,24,1
G30,15,d,24,1
G30,15,d,24,1
G30,15,d,24,1
G32,1,a,4,2
G32,1,a,4,2
G32,1,a,8,2
G32,1,a,8,2
G32,1,a,8,2
G32,1,a,12,2
G32,1,a,12,2
G32,1,a,24,2
G32,1,a,24,2
G32,1,a,24,2
G32,1,a,24,2
G32,1,a,24,2
G32,1,a,24,2
G32,5,b,8,2
G32,5,b,8,2
G32,5,b,8,2
G32,5,b,8,2
G32,5,b,12,2
G32,5,b,12,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,2
G32,5,b,24,1
G32,10,c,8,2
G32,10,c,8,2
G32,10,c,8,2
G32,10,c,8,2
G32,10,c,12,2
G32,10,c,24,2
G32,10,c,24,2
G32,10,c,24,2
G32,10,c,24,2
G32,10,c,24,2
G32,10,c,24,2
G32,10,c,24,2
G32,10,c,24,1
G32,10,c,24,1
G32,10,c,24,1
G32,10,c,24,1
G32,10,c,24,1
G32,10,c,24,1
G32,10,c,24,1
G32,10,c,24,1
G32,10,c,24,1
G32,15,d,8,2
G32,15,d,8,2
G32,15,d,12,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,2
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G32,15,d,24,1
G34,1,a,4,2
G34,1,a,4,2
G34,1,a,4,2
G34,1,a,4,2
G34,1,a,8,2
G34,1,a,12,2
G34,1,a,12,2
G34,1,a,24,2
G34,1,a,24,2
G34,1,a,24,2
G34,1,a,24,2
G34,1,a,24,2
G34,1,a,24,2
G34,1,a,24,2
G34,1,a,24,1
G34,1,a,24,1
G34,1,a,24,1
G34,1,a,24,1
G34,1,a,24,1
G34,5,b,4,2
G34,5,b,12,2
G34,5,b,12,2
G34,5,b,12,2
G34,5,b,24,2
G34,5,b,24,2
G34,5,b,24,2
G34,5,b,24,2
G34,5,b,24,2
G34,5,b,24,2
G34,5,b,24,2
G34,5,b,24,2
G34,5,b,24,2
G34,5,b,24,1
G34,5,b,24,1
G34,5,b,24,1
G34,5,b,24,1
G34,5,b,24,1
G34,5,b,24,1
G34,10,c,12,2
G34,10,c,24,2
G34,10,c,24,2
G34,10,c,24,2
G34,10,c,24,2
G34,10,c,24,2
G34,10,c,24,2
G34,10,c,24,2
G34,10,c,24,2
G34,10,c,24,1
G34,10,c,24,1
G34,10,c,24,1
G34,10,c,24,1
G34,10,c,24,1
G34,10,c,24,1
G34,10,c,24,1
G34,10,c,24,1
G34,10,c,24,1
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,2
G34,15,d,24,1
G34,15,d,24,1
G34,15,d,24,1
G34,15,d,24,1
G34,15,d,24,1
G34,15,d,24,1
G34,15,d,24,1
G34,15,d,24,1
G34,15,d,24,1
G37,1,a,12,2
G37,1,a,12,2
G37,1,a,12,2
G37,1,a,24,2
G37,1,a,24,2
G37,1,a,24,2
G37,1,a,24,1
G37,1,a,24,1
G37,1,a,24,1
G37,1,a,24,1
G37,1,a,24,1
G37,5,b,8,2
G37,5,b,12,2
G37,5,b,12,2
G37,5,b,24,2
G37,5,b,24,2
G37,5,b,24,2
G37,5,b,24,2
G37,5,b,24,1
G37,5,b,24,1
G37,5,b,24,1
G37,5,b,24,1
G37,5,b,24,1
G37,5,b,24,1
G37,5,b,24,1
G37,5,b,24,1
G37,5,b,24,1
G37,10,c,4,2
G37,10,c,4,2
G37,10,c,8,2
G37,10,c,8,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,2
G37,10,c,24,1
G37,10,c,24,1
G37,10,c,24,1
G37,10,c,24,1
G37,15,d,8,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,2
G37,15,d,24,1
G37,15,d,24,1
G37,15,d,24,1
G38,1,a,8,2
G38,1,a,8,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,2
G38,1,a,24,1
G38,1,a,24,1
G38,1,a,24,1
G38,1,a,24,1
G38,5,b,8,2
G38,5,b,8,2
G38,5,b,8,2
G38,5,b,8,2
G38,5,b,12,2
G38,5,b,12,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,2
G38,5,b,24,1
G38,10,c,8,2
G38,10,c,8,2
G38,10,c,8,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,2
G38,10,c,24,1
G38,10,c,24,1
G38,10,c,24,1
G38,10,c,24,1
G38,10,c,24,1
G38,15,d,4,2
G38,15,d,8,2
G38,15,d,8,2
G38,15,d,8,2
G38,15,d,8,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,2
G38,15,d,24,1
G38,15,d,24,1
G38,15,d,24,1
G41,1,a,8,2
G41,1,a,12,2
G41,1,a,12,2
G41,1,a,12,2
G41,1,a,12,2
G41,1,a,12,2
G41,1,a,12,2
G41,1,a,12,2
G41,1,a,24,2
G41,1,a,24,2
G41,1,a,24,2
G41,5,b,8,2
G41,5,b,8,2
G41,5,b,12,2
G41,5,b,12,2
G41,5,b,12,2
G41,5,b,12,2
G41,5,b,12,2
G41,5,b,12,2
G41,5,b,24,2
G41,5,b,24,2
G41,5,b,24,2
G41,5,b,24,2
G41,5,b,24,2
G41,5,b,24,1
G41,5,b,24,1
G41,5,b,24,1
G41,10,c,8,2
G41,10,c,8,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,2
G41,10,c,24,1
G41,10,c,24,1
G41,10,c,24,1
G41,10,c,24,1
G41,10,c,24,1
G41,15,d,8,2
G41,15,d,8,2
G41,15,d,12,2
G41,15,d,12,2
G41,15,d,12,2
G41,15,d,24,2
G41,15,d,24,2
G41,15,d,24,2
G41,15,d,24,2
G41,15,d,24,2
G41,15,d,24,2
G41,15,d,24,2
G41,15,d,24,2
G41,15,d,24,2
G41,15,d,24,2
G43,1,a,4,2
G43,1,a,4,2
G43,1,a,4,2
G43,1,a,4,2
G43,1,a,8,2
G43,1,a,8,2
G43,1,a,8,2
G43,1,a,12,2
G43,1,a,12,2
G43,1,a,12,2
G43,1,a,12,2
G43,1,a,12,2
G43,1,a,12,2
G43,1,a,24,2
G43,1,a,24,2
G43,1,a,24,1
G43,1,a,24,1
G43,1,a,24,1
G43,1,a,24,1
G43,5,b,8,2
G43,5,b,12,2
G43,5,b,12,2
G43,5,b,12,2
G43,5,b,12,2
G43,5,b,12,2
G43,5,b,12,2
G43,5,b,12,2
G43,5,b,12,2
G43,5,b,24,2
G43,5,b,24,2
G43,5,b,24,2
G43,5,b,24,2
G43,5,b,24,2
G43,5,b,24,2
G43,5,b,24,2
G43,5,b,24,2
G43,5,b,24,1
G43,5,b,24,1
G43,5,b,24,1
G43,10,c,4,2
G43,10,c,4,2
G43,10,c,8,2
G43,10,c,12,2
G43,10,c,12,2
G43,10,c,12,2
G43,10,c,12,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,2
G43,10,c,24,1
G43,15,d,4,2
G43,15,d,4,2
G43,15,d,12,2
G43,15,d,12,2
G43,15,d,12,2
G43,15,d,24,2
G43,15,d,24,2
G43,15,d,24,2
G43,15,d,24,2
G43,15,d,24,2
G43,15,d,24,2
G43,15,d,24,2
G43,15,d,24,2
G43,15,d,24,2
G43,15,d,24,1
G43,15,d,24,1
G43,15,d,24,1
G43,15,d,24,1
G43,15,d,24,1
G43,15,d,24,1
G44,1,a,4,2
G44,1,a,4,2
G44,1,a,4,2
G44,1,a,4,2
G44,1,a,8,2
G44,1,a,12,2
G44,1,a,12,2
G44,1,a,12,2
G44,1,a,24,2
G44,1,a,24,2
G44,1,a,24,2
G44,1,a,24,2
G44,1,a,24,2
G44,1,a,24,2
G44,1,a,24,2
G44,1,a,24,2
G44,1,a,24,1
G44,1,a,24,1
G44,1,a,24,1
G44,1,a,24,1
G44,5,b,8,2
G44,5,b,12,2
G44,5,b,12,2
G44,5,b,24,2
G44,5,b,24,2
G44,5,b,24,2
G44,5,b,24,2
G44,5,b,24,2
G44,5,b,24,2
G44,5,b,24,2
G44,5,b,24,1
G44,5,b,24,1
G44,5,b,24,1
G44,5,b,24,1
G44,5,b,24,1
G44,5,b,24,1
G44,5,b,24,1
G44,5,b,24,1
G44,5,b,24,1
G44,10,c,4,2
G44,10,c,4,2
G44,10,c,12,2
G44,10,c,12,2
G44,10,c,12,2
G44,10,c,24,2
G44,10,c,24,2
G44,10,c,24,2
G44,10,c,24,2
G44,10,c,24,1
G44,10,c,24,1
G44,10,c,24,1
G44,10,c,24,1
G44,10,c,24,1
G44,10,c,24,1
G44,10,c,24,1
G44,10,c,24,1
G44,15,d,4,2
G44,15,d,4,2
G44,15,d,4,2
G44,15,d,8,2
G44,15,d,12,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,2
G44,15,d,24,1
G44,15,d,24,1
G44,15,d,24,1
G44,15,d,24,1
G44,15,d,24,1
G44,15,d,24,1
G44,15,d,24,1
G45,1,a,4,2
G45,1,a,4,2
G45,1,a,4,2
G45,1,a,4,2
G45,1,a,8,2
G45,1,a,8,2
G45,1,a,8,2
G45,1,a,8,2
G45,1,a,8,2
G45,1,a,12,2
G45,1,a,12,2
G45,1,a,12,2
G45,1,a,12,2
G45,1,a,12,2
G45,1,a,24,2
G45,1,a,24,2
G45,1,a,24,1
G45,5,b,4,2
G45,5,b,4,2
G45,5,b,4,2
G45,5,b,8,2
G45,5,b,8,2
G45,5,b,8,2
G45,5,b,8,2
G45,5,b,8,2
G45,5,b,8,2
G45,5,b,12,2
G45,5,b,12,2
G45,5,b,12,2
G45,5,b,12,2
G45,5,b,12,2
G45,5,b,12,2
G45,5,b,12,2
G45,5,b,24,2
G45,5,b,24,2
G45,10,c,4,2
G45,10,c,4,2
G45,10,c,4,2
G45,10,c,8,2
G45,10,c,8,2
G45,10,c,8,2
G45,10,c,8,2
G45,10,c,8,2
G45,10,c,8,2
G45,10,c,8,2
G45,10,c,12,2
G45,10,c,12,2
G45,10,c,12,2
G45,10,c,12,2
G45,10,c,12,2
G45,10,c,12,2
G45,10,c,12,2
G45,10,c,24,2
G45,10,c,24,1
G45,15,d,4,2
G45,15,d,4,2
G45,15,d,4,2
G45,15,d,4,2
G45,15,d,4,2
G45,15,d,8,2
G45,15,d,8,2
G45,15,d,8,2
G45,15,d,8,2
G45,15,d,8,2
G45,15,d,8,2
G45,15,d,8,2
G45,15,d,8,2
G45,15,d,12,2
G45,15,d,12,2
G45,15,d,12,2
G45,15,d,12,2
G45,15,d,12,2
G45,15,d,12,2
G45,15,d,12,2
G45,15,d,12,2
G46,1,a,4,2
G46,1,a,4,2
G46,1,a,8,2
G46,1,a,12,2
G46,1,a,12,2
G46,1,a,12,2
G46,1,a,12,2
G46,1,a,12,2
G46,1,a,12,2
G46,1,a,24,2
G46,1,a,24,2
G46,1,a,24,2
G46,1,a,24,2
G46,1,a,24,2
G46,1,a,24,1
G46,1,a,24,1
G46,1,a,24,1
G46,1,a,24,1
G46,5,b,4,2
G46,5,b,4,2
G46,5,b,8,2
G46,5,b,8,2
G46,5,b,8,2
G46,5,b,8,2
G46,5,b,8,2
G46,5,b,8,2
G46,5,b,12,2
G46,5,b,12,2
G46,5,b,12,2
G46,5,b,12,2
G46,5,b,12,2
G46,5,b,12,2
G46,5,b,12,2
G46,5,b,12,2
G46,5,b,24,2
G46,5,b,24,2
G46,5,b,24,2
G46,5,b,24,1
G46,5,b,24,1
G46,10,c,8,2
G46,10,c,8,2
G46,10,c,8,2
G46,10,c,12,2
G46,10,c,12,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,2
G46,10,c,24,1
G46,15,d,4,2
G46,15,d,8,2
G46,15,d,8,2
G46,15,d,12,2
G46,15,d,12,2
G46,15,d,12,2
G46,15,d,12,2
G46,15,d,12,2
G46,15,d,12,2
G46,15,d,12,2
G46,15,d,12,2
G46,15,d,24,2
G46,15,d,24,2
G46,15,d,24,2
G46,15,d,24,2
G46,15,d,24,2
G46,15,d,24,1
G46,15,d,24,1
G46,15,d,24,1
G46,15,d,24,1
G48,1,a,8,2
G48,1,a,12,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,2
G48,1,a,24,1
G48,1,a,24,1
G48,1,a,24,1
G48,1,a,24,1
G48,5,b,12,2
G48,5,b,12,2
G48,5,b,24,2
G48,5,b,24,2
G48,5,b,24,2
G48,5,b,24,2
G48,5,b,24,2
G48,5,b,24,1
G48,5,b,24,1
G48,5,b,24,1
G48,5,b,24,1
G48,5,b,24,1
G48,5,b,24,1
G48,5,b,24,1
G48,5,b,24,1
G48,5,b,24,1
G48,10,c,8,2
G48,10,c,8,2
G48,10,c,12,2
G48,10,c,12,2
G48,10,c,24,2
G48,10,c,24,2
G48,10,c,24,2
G48,10,c,24,2
G48,10,c,24,2
G48,10,c,24,2
G48,10,c,24,1
G48,10,c,24,1
G48,10,c,24,1
G48,10,c,24,1
G48,10,c,24,1
G48,10,c,24,1
G48,10,c,24,1
G48,10,c,24,1
G48,10,c,24,1
G48,15,d,8,2
G48,15,d,12,2
G48,15,d,12,2
G48,15,d,12,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,2
G48,15,d,24,1
G52,1,a,4,2
G52,1,a,4,2
G52,1,a,4,2
G52,1,a,4,2
G52,1,a,8,2
G52,1,a,8,2
G52,1,a,8,2
G52,1,a,12,2
G52,1,a,24,2
G52,1,a,24,2
G52,1,a,24,2
G52,1,a,24,2
G52,1,a,24,2
G52,1,a,24,2
G52,1,a,24,2
G52,1,a,24,2
G52,1,a,24,1
G52,1,a,24,1
G52,1,a,24,1
G52,1,a,24,1
G52,5,b,4,2
G52,5,b,8,2
G52,5,b,12,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,2
G52,5,b,24,1
G52,5,b,24,1
G52,5,b,24,1
G52,5,b,24,1
G52,5,b,24,1
G52,10,c,4,2
G52,10,c,4,2
G52,10,c,8,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,2
G52,10,c,24,1
